"","Article","Item","Category 1","Category 2","Category 3"
"135","Tsigilis, Tsioumis & Gregoriadis (2007/06//)","""Generally, I am the type who is going to teach multicultural classes,""","iAm","iAm","iAm"
"154","Tsorbatzoudis (2005/10//)"," 'Healthy eating is an expression of who I am'","iAm","iAm","iAm"
"258","Holst & Iversen (2012)"," I am very self-conscious about my health. ","iAm","iAm","iAm"
"259","Holst & Iversen (2012)"," I am very involved with my health. ","iAm","iAm","iAm"
"281","Verkooijen & de Bruijn (2013)"," [Engaging in physical exercise is something that] fits who I am ","iAm","iAm","iAm"
"312","Masser, White, Hyde, Terry & Robinson (2009)"," “Donating blood is a part of who I am”","iAm","iAm","iAm"
"342","Jebarajakirthy & Lobo (2014)"," I am proud to use microcredits","iAm","iAm","iAm"
"15","Jiang, Zhao, Sun, Zhang, Zheng & Qu (2016/11//)","“I am a microblog user”","iAmA","iAm","iAm"
"136","Chedzoy & Burden (2007/04//)","[‘I think of myself as’:] a person who teaches dance’ ","iAmA","iAm","iAm"
"216","Theodorakis, Bagiatis & Goudas (1995/04//)"," ""I am a person who must teach individuals with disabilities during the next years.""","iAmA","iAm","iAm"
"296","Karimy, Niknami, Hidarnia & Hajizadeh (2012)","‘I am a non-smoker’ ","iAmA","iAm","iAm"
"297","Karimy, Niknami, Hidarnia & Hajizadeh (2012)"," ‘I am an occasional smoker’ ","iAmA","iAm","iAm"
"298","Karimy, Niknami, Hidarnia & Hajizadeh (2012)"," ‘I am an irregular smoker’ ","iAmA","iAm","iAm"
"299","Karimy, Niknami, Hidarnia & Hajizadeh (2012)"," ‘I am a regular smoker’ ","iAmA","iAm","iAm"
"300","Karimy, Niknami, Hidarnia & Hajizadeh (2012)"," ‘I am an ex-smoker’","iAmA","iAm","iAm"
"323","Celuch & Slama (2002)","[""I think of myself as a ] clear thinker ","iAmA","iAm","iAm"
"324","Celuch & Slama (2002)"," [""I think of myself as a ] deep thinker ","iAmA","iAm","iAm"
"325","Celuch & Slama (2002)"," [""I think of myself as a ] accurate thinker ","iAmA","iAm","iAm"
"326","Celuch & Slama (2002)","[""I think of myself as a ] broadminded thinker""","iAmA","iAm","iAm"
"8","Ho, Lwin & Lee (2017/10//)"," “SNSs are an important part of who I am.”","importantPart","importantPart","importantPart"
"18","Chatzidakis, Kastanakis & Stathopoulou (2016/01//)","‘‘To support fair trade is an important part of who I am’’. ","importantPart","importantPart","importantPart"
"31","Marta, Manzi, Pozzi & Vignoles (2014/05//)","To volunteer is an important part of my identity","importantPart","importantPart","importantPart"
"39","Hyde, Knowles & White (2013/12//)","Blood [organ] donation is an important part of who I am”","importantPart","importantPart","importantPart"
"45","Elliott, Thomson, Robertson, Stephenson & Wicks (2013/01//)","“Does driving faster than the speed limit on urban roads/country roads/fast dual carriageways or motorways form an important part of who you are as a person?” (1 = no, not at all to 9 = yes, very much so)","importantPart","importantPart","importantPart"
"56","Tunnicliff, Watson, White, Hyde, Schonfeld & Wishart (2012/11//)"," “Being a safe rider is an important part of who I am” ","importantPart","importantPart","importantPart"
"58","Tunnicliff, Watson, White, Hyde, Schonfeld & Wishart (2012/11//)"," “Being a rider who takes risks is an important part of who I am”","importantPart","importantPart","importantPart"
"64","White & Hyde (2012/11//)","“To engage in household recycling is an important part of who I am,” ","importantPart","importantPart","importantPart"
"66","Gardner, de Bruijn & Lally (2012/09//)","(...drink[ing] more than 8 units on one occasion...) ... is an important part of who I am ","importantPart","importantPart","importantPart"
"76","Lu (2012)","Donating blood is an important part of who I am. ","importantPart","importantPart","importantPart"
"79","Hassandra, Vlachopoulos, Kosmidou, Hatzigeorgiadis, Goudas & Theodorakis (2011/09//)","‘Smoking is an important part of myself’ ","importantPart","importantPart","importantPart"
"91","Elliott & Thomson (2010/11//)","“Does driving faster than the speed limit form an important part of who you are as a person?”","importantPart","importantPart","importantPart"
"98","Burger, Riemer, Grafeneder, Woisetschläger, Vidovic & Hergovich (2010/08//)","‘‘Being a mobile phone user is an important part of who I am’","importantPart","importantPart","importantPart"
"99","Wilkinson & Sagarin (2010/08//)","“Supporting the LGB community is an important part of who I am”","importantPart","importantPart","importantPart"
"100","Nigbur, Lyons & Uzzell (2010/06//)","‘To engage in householdrecycling is an important part of who I am’","importantPart","importantPart","importantPart"
"101","Hyde & White (2010/05//)","‘Being an organ donor is an important part of who I am’","importantPart","importantPart","importantPart"
"102","Elliott (2010/03//)","“Does riding faster than [30 mph/70 mph] on roads like this form an important part of who you are as a person?”","importantPart","importantPart","importantPart"
"109","Hyde & White (2009/04//)","“To be/continue to be an organ and/or tissue donor is an important part of who I am,”","importantPart","importantPart","importantPart"
"110","White & Wellington (2009/03//)","‘‘Being the type of person who participates in parenting education is an important part of who I am’’","importantPart","importantPart","importantPart"
"112","Fielding, McDonald & Louis (2008/12//)"," ‘‘To engage in environmental activism is an important part of who I am’ ","importantPart","importantPart","importantPart"
"114","McMillan, Conner, Woolridge, Dyson, Green, Renfrew, Bharj & Clarke (2008/10//)","‘Breastfeeding would be an important part of who I am’ ","importantPart","importantPart","importantPart"
"118","Mason & White (2008/10//)","‘To engage in health promoting behaviours is an important part of who I am’","importantPart","importantPart","importantPart"
"126","Hamilton & White (2008/02//)","“To do physical activity is an important part of who I am,”","importantPart","importantPart","importantPart"
"129","Walsh & White (2007/10//)","“Being a mobile phone user is an important part of who I am”","importantPart","importantPart","importantPart"
"141","Hagger & Chatzisarantis (2006/12//)","‘buying a magazine in the next 2 weeks is an important part ofwho I am’ ","importantPart","importantPart","importantPart"
"150","Tsorbatzoudis (2005/12//)"," ""Participation in physical activities for at least 3 times a week in the next 3 mo. is an important part of my life,"" ","importantPart","importantPart","importantPart"
"153","Tsorbatzoudis (2005/10//)"," 'Healthy eating for the next three months is an important part of my life' ","importantPart","importantPart","importantPart"
"160","Giles, McClenahan, Cairns & Mallet (2004/08//)","‘To give blood is an important part of who I am’","importantPart","importantPart","importantPart"
"172","Armitage & Conner (2001/07//)"," “Blood donation is an important part of who I am” (strongly disagree-strongly agree).","importantPart","importantPart","importantPart"
"176","Fekadu & Kraft (2001///)","“Contraception is an important part of who I am” ","importantPart","importantPart","importantPart"
"178","Terry, Hogg & White (1999/09//)","`To engage in householdrecycling is an important part of who I am ’ ","importantPart","importantPart","importantPart"
"181","Conner, Warren, Close & Sparks (1999/08//)","“Drinking alcohol is an important part of who I am” ","importantPart","importantPart","importantPart"
"194","Conner & McMillan (1999/06//)"," `Using cannabis/marijuana is an important part of who I am.’","importantPart","importantPart","importantPart"
"213","Theodorakis, Bagiatis & Goudas (1995/04//)","""To teach individuals with disabilities during the next years is an important part of myself,"" ","importantPart","importantPart","importantPart"
"218","Theodorakis (1994/06//)"," ""To participate in the program of this gym during the next two months, is an important part of myself"" ","importantPart","importantPart","importantPart"
"228","Charng, Piliavin & Callero (1988/12//)"," Blood donation is an important part of who I am","importantPart","importantPart","importantPart"
"241","Kiefer (2008)"," To engage in dietary supplement use is an important part of who I am ","importantPart","importantPart","importantPart"
"246","Dumitrescu, Duta, Dogaru & Manolescu (2013)","“The oral cavity and dental health are an important part of who I am” ","importantPart","importantPart","importantPart"
"288","Yazdanpanah, Komendantova & Ardestani (2015)"," Using of RE at homes is an important part of who I am ","importantPart","importantPart","importantPart"
"291","White, Poulsen & Hyde (2017)","“Volunteering my time for a charity/non-profit organization (being a blood donor/donating money) is an important part of who I am” ","importantPart","importantPart","importantPart"
"294","White, Poulsen & Hyde (2017)"," “Being helpful to others is an important part of who I am” ","importantPart","importantPart","importantPart"
"303","Yazdanpanah, Hayati & Zamani (2011)"," ""Engaging in water conservation activities is an important part of who I am""","importantPart","importantPart","importantPart"
"305","Yazdanpanah, Forouzani, Abdeshahi & Jafari (2016)"," Engaging in water conservation activities is an important part of who I am ","importantPart","importantPart","importantPart"
"317","Ham, Štimac, Pap & Oec (2015)","Purchasing green products makes an important part of my personality. ","importantPart","importantPart","importantPart"
"322","Masser, Bednall, White & Terry (2012)"," “Blood donation is an important part of who I am”","importantPart","importantPart","importantPart"
"329","Wevers, Wigboldus, van Baaren & Veldhuizen (2014)"," “Blood donation is an important part of who I am,” ","importantPart","importantPart","importantPart"
"331","Manning (2006)","""Donating blood is an important part of who I am.""","importantPart","importantPart","importantPart"
"334","Dennis, Buchholtz & Butts (2009)"," Philanthropy is an important part of who I am.","importantPart","importantPart","importantPart"
"2","Haydon, Obst & Lewis (2018/01//)"," “I am the type of person who enjoys a drink.”","kindOfPerson","kindOfPerson","kindOfPerson"
"3","Haydon, Obst & Lewis (2018/01//)"," “I am the type of person who doesn't mind getting a bit drunk.” ","kindOfPerson","kindOfPerson","kindOfPerson"
"20","Chatzidakis, Kastanakis & Stathopoulou (2016/01//)"," ‘‘I am not the type of person oriented to support fair trade’’.","kindOfPerson","kindOfPerson","kindOfPerson"
"22","Obschonka, Silbereisen, Cantner & Goethner (2015/12//)"," “The idea of participating in the [target behavior] to commercialize my research…Item 2: “…is completely alien to me”","kindOfPerson","kindOfPerson","kindOfPerson"
"25","Bagot, Masser & White (2015/08//)"," I am the kind of person who is a donor","kindOfPerson","kindOfPerson","kindOfPerson"
"30","Booth, Norman, Goyder, Harris & Campbell (2014/09//)","‘I am the type of person to get tested for chlamydia regularly’","kindOfPerson","kindOfPerson","kindOfPerson"
"36","Booth, Norman, Harris & Goyder (2014/02//)","‘I am the kind of person who gets tested for chlamydia [regularly]’","kindOfPerson","kindOfPerson","kindOfPerson"
"37","Leyland, van Wersch & Woodhouse (2014/01//)","“I am the type of person who would<U+2009>…[walking for exercise when the opportunity arises during my next long-haul flight”/“doing seated exercise when the opportunity arises during my next long-haul flight”]” ","kindOfPerson","kindOfPerson","kindOfPerson"
"40","Hyde & White (2013/12//)","“I am the type of person who would register as a bone marrow donor,”","kindOfPerson","kindOfPerson","kindOfPerson"
"61","de Bruijn, Verkooijen, de Vries & van den Putte (2012/11//)"," [..] engaging in sufficient exercise was something that [..] fits who they are ","kindOfPerson","kindOfPerson","kindOfPerson"
"63","de Bruijn, Verkooijen, de Vries & van den Putte (2012/11//)"," if they were a typical person who engages in sufficient exercise","kindOfPerson","kindOfPerson","kindOfPerson"
"65","White & Hyde (2012/11//)"," “I am not the type of person oriented to engage in household recycling,”","kindOfPerson","kindOfPerson","kindOfPerson"
"67","Gardner, de Bruijn & Lally (2012/09//)"," It would be out of character for me not to... (...drink[ing] more than 8 units on one occasion...) ","kindOfPerson","kindOfPerson","kindOfPerson"
"73","de Bruijn & van den Putte (2012/07//)"," ‘‘I am a typical person who engages in sufficient exercise’’","kindOfPerson","kindOfPerson","kindOfPerson"
"77","Lu (2012)"," I am not the type of person who donates blood. ","kindOfPerson","kindOfPerson","kindOfPerson"
"81","Hassandra, Vlachopoulos, Kosmidou, Hatzigeorgiadis, Goudas & Theodorakis (2011/09//)"," ‘It’s in my character to be a smoker’ ","kindOfPerson","kindOfPerson","kindOfPerson"
"84","Lokhorst, Staats, van Dijk, van Dijk & de Snoo (2011/07//)"," “Subsidised / non-subsidised nature conservation practices are somethingthat is typical for me”","kindOfPerson","kindOfPerson","kindOfPerson"
"93","Høie, Moan & Rise (2010/10//)"," I am a good example of a person who smokes","kindOfPerson","kindOfPerson","kindOfPerson"
"103","Pelling & White (2009/12//)","‘‘I am the type of person who uses social networking Web sites (e.g. Facebook, MySpace, Bebo)’","kindOfPerson","kindOfPerson","kindOfPerson"
"104","Hyde & White (2009/12//)","‘I am the type of person who would discuss my organ donation decision with my partner or family members’","kindOfPerson","kindOfPerson","kindOfPerson"
"105","van den Putte, Yzer, Willemsen & de Bruijn (2009/09//)","“Quitting smoking within the next 3 months fits with the kind of person I want to be” ","kindOfPerson","kindOfPerson","kindOfPerson"
"107","van den Putte, Yzer, Willemsen & de Bruijn (2009/09//)"," “Smoking fits with the kind of person I want to be” ","kindOfPerson","kindOfPerson","kindOfPerson"
"113","Fielding, McDonald & Louis (2008/12//)"," ‘‘I am not the type of person who would be involved in environmental activism’’","kindOfPerson","kindOfPerson","kindOfPerson"
"131","Walsh & White (2007/10//)","“I am not the type of person oriented touseamobilephone.”","kindOfPerson","kindOfPerson","kindOfPerson"
"137","Chedzoy & Burden (2007/04//)"," [‘I think of myself as’:] a person who generally recognises the educational benefits of dance’.","kindOfPerson","kindOfPerson","kindOfPerson"
"139","Moan & Rise (2006/12//)"," ‘‘I’m a good example of a person who smokes’’ ","kindOfPerson","kindOfPerson","kindOfPerson"
"142","Hagger & Chatzisarantis (2006/12//)"," ‘I think of myself as the type of person who would buy a magazine in the next 2 weeks.’","kindOfPerson","kindOfPerson","kindOfPerson"
"143","Bebetsos & Konstantoulas (2006/08//)","""Generally I'm the type of a person who behaves unsportsmanlike, ","kindOfPerson","kindOfPerson","kindOfPerson"
"144","Bebetsos & Konstantoulas (2006/08//)"," [..] ""Generally I'm the type of a person who behaves [..] to lie to an official, ","kindOfPerson","kindOfPerson","kindOfPerson"
"145","Bebetsos & Konstantoulas (2006/08//)"," [..] ""Generally I'm the type of a person who behaves [..] to violate a rule, to risk an opponent's injury, ","kindOfPerson","kindOfPerson","kindOfPerson"
"146","Bebetsos & Konstantoulas (2006/08//)"," [..] ""Generally I'm the type of a person who behaves [..] to deliberately hurt an opponent""","kindOfPerson","kindOfPerson","kindOfPerson"
"147","Spence & Townsend (2006/06//)","“I am the type of person that would eat GM food.” ","kindOfPerson","kindOfPerson","kindOfPerson"
"148","Spence & Townsend (2006/06//)"," “I am the kind of person who will only eat food that has beengrown naturally without genetic modification.”","kindOfPerson","kindOfPerson","kindOfPerson"
"158","Moan & Rise (2005///)"," “I’m a good example of a person who smokes,” ","kindOfPerson","kindOfPerson","kindOfPerson"
"163","Cook, Kerr & Moore (2002/10//)","I am the type of person who will purchase food produced using genetic engineering ","kindOfPerson","kindOfPerson","kindOfPerson"
"164","Cook, Kerr & Moore (2002/10//)"," I am the type of person who will not purchase food produced using genetic engineering","kindOfPerson","kindOfPerson","kindOfPerson"
"177","Fekadu & Kraft (2001///)"," “I am not a type of person oriented to engaging in contraception”.","kindOfPerson","kindOfPerson","kindOfPerson"
"179","Terry, Hogg & White (1999/09//)"," `I am not the type of person oriented to engage in household recycling ’ ","kindOfPerson","kindOfPerson","kindOfPerson"
"214","Theodorakis, Bagiatis & Goudas (1995/04//)"," ""I am the type of person oriented to teach individuals with disabilities during the next years,"" ","kindOfPerson","kindOfPerson","kindOfPerson"
"215","Theodorakis, Bagiatis & Goudas (1995/04//)"," ""It is in my character to teach individuals with disabilities during the next years,"" ","kindOfPerson","kindOfPerson","kindOfPerson"
"219","Theodorakis (1994/06//)"," ""I am the type of person oriented to participate in the program of this gym during the next two months.""","kindOfPerson","kindOfPerson","kindOfPerson"
"230","Haydon, Obst & Lewis (2018)"," “I am the type of person who enjoys a drink.” ","kindOfPerson","kindOfPerson","kindOfPerson"
"231","Haydon, Obst & Lewis (2018)"," “I am the type of person who doesn’t mind getting a bit drunk.” ","kindOfPerson","kindOfPerson","kindOfPerson"
"242","Kiefer (2008)"," I am not the type of person to engage in dietary supplement use ","kindOfPerson","kindOfPerson","kindOfPerson"
"243","Kiefer (2008)"," I am not the type of person oriented to use dietary supplements ","kindOfPerson","kindOfPerson","kindOfPerson"
"283","Verkooijen & de Bruijn (2013)"," [Engaging in physical exercise is something that] is typical for me","kindOfPerson","kindOfPerson","kindOfPerson"
"287","Yazdanpanah, Komendantova & Ardestani (2015)","I am the type of person who would use RE at homes ","kindOfPerson","kindOfPerson","kindOfPerson"
"289","Yazdanpanah, Komendantova & Ardestani (2015)"," I am not the type of person who would be involved in using RE at homes","kindOfPerson","kindOfPerson","kindOfPerson"
"292","White, Poulsen & Hyde (2017)"," “I am the type of person who would volunteer my time for a charity/non-profit organization ","kindOfPerson","kindOfPerson","kindOfPerson"
"295","White, Poulsen & Hyde (2017)"," “I am the type of person who helps others,”","kindOfPerson","kindOfPerson","kindOfPerson"
"306","Yazdanpanah, Forouzani, Abdeshahi & Jafari (2016)"," I am the type of person who would conserve water","kindOfPerson","kindOfPerson","kindOfPerson"
"310","Masser, White, Hyde, Terry & Robinson (2009)","“I am the kind of person whodonates blood,” ","kindOfPerson","kindOfPerson","kindOfPerson"
"316","Graham-Rowe, Jessop & Sparks (2015)","“I am the type of person who would reduce the amount of fruit and vegetables that gets thrown away from my household over the next seven days”","kindOfPerson","kindOfPerson","kindOfPerson"
"321","Masser, Bednall, White & Terry (2012)"," “I am like the kind of person who donates blood,” ","kindOfPerson","kindOfPerson","kindOfPerson"
"327","Santina, Godin, Gagné & Guillaumie (2017)","Do you feel like you have the profile of someone who does a lot physical activity?","kindOfPerson","kindOfPerson","kindOfPerson"
"337","Alselaimi (2010)"," “I am the type of person who enjoys exercising vigorously for at least 30 minutes three times per week over the next five weeks during leisure time” ","kindOfPerson","kindOfPerson","kindOfPerson"
"7","Ho, Lwin & Lee (2017/10//)"," “For me, being a SNSs user means more than just using SNSs;” ","meansMoreThan","meansMoreThan","meansMoreThan"
"168","Armitage & Conner (2001/07//)"," “For me, being a blood donor means more than just donating blood” ","meansMoreThan","meansMoreThan","meansMoreThan"
"184","Conner, Warren, Close & Sparks (1999/08//)"," “For me, alcohol consumption means more than just having a drink” ","meansMoreThan","meansMoreThan","meansMoreThan"
"193","Conner & McMillan (1999/06//)"," ` For me, being a cannabis/marijuana user means more than just using cannabis/marijuana’ ","meansMoreThan","meansMoreThan","meansMoreThan"
"227","Charng, Piliavin & Callero (1988/12//)"," For me, being a blood donor means more than just donating blood. ","meansMoreThan","meansMoreThan","meansMoreThan"
"256","Veludo-de-Oliveira, Pallister & Foxall (2013)"," ‘‘For me, being a volunteer means more than just volunteer work’’","meansMoreThan","meansMoreThan","meansMoreThan"
"328","Wevers, Wigboldus, van Baaren & Veldhuizen (2014)","“For me, being a blood donor means more than just donating blood,” ","meansMoreThan","meansMoreThan","meansMoreThan"
"171","Armitage & Conner (2001/07//)"," “Blood donation is something I rarely even think about” ","rarelyEvenThinkAbout","rarelyEvenThinkAbout","rarelyEvenThinkAbout"
"183","Conner, Warren, Close & Sparks (1999/08//)"," “Drinking alcohol is something I rarely even think about” ","rarelyEvenThinkAbout","rarelyEvenThinkAbout","rarelyEvenThinkAbout"
"224","Charng, Piliavin & Callero (1988/12//)","Blood donation is something I rarely even think about (reversed). ","rarelyEvenThinkAbout","rarelyEvenThinkAbout","rarelyEvenThinkAbout"
"238","Kiefer (2008)"," Supplement use is something I rarely even think about ","rarelyEvenThinkAbout","rarelyEvenThinkAbout","rarelyEvenThinkAbout"
"257","Holst & Iversen (2012)","I reflect about my health a lot. ","rarelyEvenThinkAbout","rarelyEvenThinkAbout","rarelyEvenThinkAbout"
"315","McMahon & Byrne (2008)"," “Blood donation is something I rarely think about”","rarelyEvenThinkAbout","rarelyEvenThinkAbout","rarelyEvenThinkAbout"
